0.97,1,136.204400693,[array([126, 467,  79], dtype=int64), array([153, 615,  72], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer1_VIBE_we_filtered.nii
0.96,1,7405.05726378,[array([469, 429, 129], dtype=int64), array([408, 541,  76], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer3_VIBE_we_filtered.nii
0.97,1,7486.77266811,[array([481, 422, 126], dtype=int64), array([393, 546,  89], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer3_VIBE_we_filtered.nii
0.96,1,7569.66707236,[array([472, 408, 103], dtype=int64), array([397, 547, 109], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer3_VIBE_we_filtered.nii
0.97,1,7649.23439537,[array([483, 414, 103], dtype=int64), array([396, 556,  96], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer3_VIBE_we_filtered.nii
0.96,1,7735.49409437,[array([472, 414, 107], dtype=int64), array([403, 536,  82], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer3_VIBE_we_filtered.nii
0.97,1,7815.7132481,[array([480, 422, 123], dtype=int64), array([388, 546,  88], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer3_VIBE_we_filtered.nii
0.95,1,7901.93568679,[array([457, 420, 106], dtype=int64), array([421, 551,  91], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer3_VIBE_we_filtered.nii
0.96,1,7984.83794211,[array([480, 411,  99], dtype=int64), array([414, 557, 100], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer3_VIBE_we_filtered.nii
0.95,1,8072.21800482,[array([450, 424,  93], dtype=int64), array([408, 537, 110], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer3_VIBE_we_filtered.nii
0.96,1,8159.38955216,[array([471, 430, 109], dtype=int64), array([404, 544,  87], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer3_VIBE_we_filtered.nii
0.96,1,8244.46880039,[array([479, 411, 106], dtype=int64), array([400, 541, 108], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer3_VIBE_we_filtered.nii
0.97,1,8327.94169673,[array([449, 413, 121], dtype=int64), array([388, 537, 104], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer3_VIBE_we_filtered.nii
0.95,1,8415.36568415,[array([451, 433, 132], dtype=int64), array([408, 540,  81], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer3_VIBE_we_filtered.nii
0.97,1,8496.03384809,[array([483, 426, 113], dtype=int64), array([380, 535,  87], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer3_VIBE_we_filtered.nii
0.97,1,8578.41313491,[array([476, 429, 118], dtype=int64), array([391, 554,  94], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer3_VIBE_we_filtered.nii
0.96,1,8666.60561257,[array([453, 432, 100], dtype=int64), array([386, 542,  98], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer3_VIBE_we_filtered.nii
0.96,1,8750.76286386,[array([463, 415,  94], dtype=int64), array([403, 544,  77], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer3_VIBE_we_filtered.nii
0.96,1,8834.40357583,[array([461, 419,  87], dtype=int64), array([395, 542,  88], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer3_VIBE_we_filtered.nii
0.96,1,8918.67496819,[array([478, 427, 108], dtype=int64), array([411, 556, 100], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer3_VIBE_we_filtered.nii
0.96,1,9003.11229234,[array([468, 416, 122], dtype=int64), array([402, 548,  88], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer3_VIBE_we_filtered.nii
0.96,1,9087.71632709,[array([465, 411, 127], dtype=int64), array([399, 547,  96], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer3_VIBE_we_filtered.nii
0.94,1,9178.07311395,[array([472, 417, 101], dtype=int64), array([413, 537, 104], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer3_VIBE_we_filtered.nii
0.94,1,9270.80361421,[array([471, 429, 132], dtype=int64), array([420, 540, 101], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer3_VIBE_we_filtered.nii
0.34,1,9510.10676456,[array([477, 421, 113], dtype=int64), array([418, 540,  73], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer3_VIBE_we_filtered.nii
0.96,1,9593.35072456,[array([479, 429, 116], dtype=int64), array([393, 539, 103], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer3_VIBE_we_filtered.nii
0.96,1,9681.09499629,[array([450, 426, 116], dtype=int64), array([410, 536,  76], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer3_VIBE_we_filtered.nii
0.95,1,9808.13864893,[array([429, 450, 106], dtype=int64), array([361, 562,  86], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer4_VIBE_we_filtered.nii
0.95,1,9907.50391412,[array([456, 421, 110], dtype=int64), array([358, 569,  95], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer4_VIBE_we_filtered.nii
0.95,1,10015.9094554,[array([432, 422, 120], dtype=int64), array([397, 562,  79], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer4_VIBE_we_filtered.nii
0.95,1,10125.0283706,[array([439, 454, 110], dtype=int64), array([393, 570, 102], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer4_VIBE_we_filtered.nii
0.95,1,10238.2620545,[array([463, 430, 110], dtype=int64), array([393, 555, 100], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer4_VIBE_we_filtered.nii
0.95,1,10345.0012943,[array([464, 436, 102], dtype=int64), array([378, 569,  95], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer4_VIBE_we_filtered.nii
0.91,1,10456.8811825,[array([442, 423, 120], dtype=int64), array([372, 583,  93], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer4_VIBE_we_filtered.nii
0.95,1,10557.8309579,[array([462, 442,  96], dtype=int64), array([378, 583, 100], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer4_VIBE_we_filtered.nii
0.95,1,10657.5360091,[array([442, 443, 109], dtype=int64), array([380, 586,  96], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer4_VIBE_we_filtered.nii
0.95,1,10759.0302466,[array([456, 429, 115], dtype=int64), array([358, 565,  81], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer4_VIBE_we_filtered.nii
0.95,1,10864.7978588,[array([460, 427,  88], dtype=int64), array([371, 562,  83], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer4_VIBE_we_filtered.nii
0.95,1,10970.4615567,[array([436, 426, 104], dtype=int64), array([380, 568,  81], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer4_VIBE_we_filtered.nii
0.95,1,11075.7863173,[array([453, 422, 117], dtype=int64), array([382, 574,  95], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer4_VIBE_we_filtered.nii
0.95,1,11187.1400737,[array([452, 426, 126], dtype=int64), array([380, 554, 112], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer4_VIBE_we_filtered.nii
0.95,1,11298.7395108,[array([438, 420, 106], dtype=int64), array([402, 562,  87], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer4_VIBE_we_filtered.nii
0.95,1,11404.9911928,[array([443, 446, 128], dtype=int64), array([393, 569, 103], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer4_VIBE_we_filtered.nii
0.95,1,11505.2852168,[array([438, 423,  91], dtype=int64), array([366, 554, 113], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer4_VIBE_we_filtered.nii
0.95,1,11612.7129345,[array([424, 447, 123], dtype=int64), array([397, 564, 104], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer4_VIBE_we_filtered.nii
0.95,1,11715.1565509,[array([428, 443,  99], dtype=int64), array([382, 566,  85], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer4_VIBE_we_filtered.nii
0.95,1,11819.5748593,[array([431, 453, 114], dtype=int64), array([377, 559,  89], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer4_VIBE_we_filtered.nii
0.95,1,11926.6393787,[array([421, 431, 118], dtype=int64), array([393, 565,  97], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer4_VIBE_we_filtered.nii
0.95,1,12028.8584643,[array([436, 439,  91], dtype=int64), array([399, 574,  97], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer4_VIBE_we_filtered.nii
0.95,1,12128.481485,[array([437, 415, 105], dtype=int64), array([367, 566,  99], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer4_VIBE_we_filtered.nii
0.95,1,12237.5168553,[array([458, 438, 107], dtype=int64), array([395, 556,  85], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer4_VIBE_we_filtered.nii
0.95,1,12335.2354296,[array([450, 427, 121], dtype=int64), array([359, 560,  80], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer4_VIBE_we_filtered.nii
0.95,1,12431.554931,[array([443, 434, 116], dtype=int64), array([352, 559,  89], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer4_VIBE_we_filtered.nii
0.95,1,12541.9701507,[array([436, 427,  92], dtype=int64), array([399, 558,  91], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer4_VIBE_we_filtered.nii
0.95,1,12646.2106265,[array([446, 436, 112], dtype=int64), array([385, 565,  82], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer4_VIBE_we_filtered.nii
0.95,1,12745.2731691,[array([445, 437,  83], dtype=int64), array([380, 573,  81], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer4_VIBE_we_filtered.nii
0.94,1,12850.5007857,[array([456, 438, 124], dtype=int64), array([374, 556, 103], dtype=int64)],E:/Google Drive/Research/MRI Wrist Images/CMC OA/Filtered Images/Volunteer4_VIBE_we_filtered.nii
0.0,1,12.9201678054,[array([114, 204,  56], dtype=int64), array([101, 227,  52], dtype=int64)],E:\Google Drive\Research\MRI Wrist Images\Thumb Maneuvers\Filtered Images\Volunteer3_VIBE_Position3.hdr
0.89,1,23.7778029711,[array([181, 161,  47], dtype=int64), array([158, 197,  71], dtype=int64)],E:\Google Drive\Research\MRI Wrist Images\Thumb Maneuvers\Filtered Images\Volunteer1_VIBE_Neutral_2.hdr
0.22,1,78.4954445676,[array([186, 143,  44], dtype=int64), array([167, 191,  55], dtype=int64)],E:\Google Drive\Research\MRI Wrist Images\Thumb Maneuvers\Filtered Images\Volunteer1_VIBE_Neutral_2.hdr
0.9,1,100.110318089,[array([185, 160,  36], dtype=int64), array([167, 191,  77], dtype=int64)],E:\Google Drive\Research\MRI Wrist Images\Thumb Maneuvers\Filtered Images\Volunteer1_VIBE_Neutral_2.hdr
0.9,1,120.605303324,[array([192, 146,  36], dtype=int64), array([147, 190,  70], dtype=int64)],E:\Google Drive\Research\MRI Wrist Images\Thumb Maneuvers\Filtered Images\Volunteer1_VIBE_Neutral_2.hdr
0.9,1,142.216856782,[array([194, 154,  43], dtype=int64), array([161, 187,  63], dtype=int64)],E:\Google Drive\Research\MRI Wrist Images\Thumb Maneuvers\Filtered Images\Volunteer1_VIBE_Neutral_2.hdr
0.9,1,162.189062808,[array([190, 144,  35], dtype=int64), array([141, 195,  67], dtype=int64)],E:\Google Drive\Research\MRI Wrist Images\Thumb Maneuvers\Filtered Images\Volunteer1_VIBE_Neutral_2.hdr
0.9,1,181.911281048,[array([195, 140,  27], dtype=int64), array([156, 196,  84], dtype=int64)],E:\Google Drive\Research\MRI Wrist Images\Thumb Maneuvers\Filtered Images\Volunteer1_VIBE_Neutral_2.hdr
0.9,1,203.668146964,[array([181, 150,  30], dtype=int64), array([157, 186,  66], dtype=int64)],E:\Google Drive\Research\MRI Wrist Images\Thumb Maneuvers\Filtered Images\Volunteer1_VIBE_Neutral_2.hdr
0.9,1,224.626249741,[array([192, 149,  42], dtype=int64), array([154, 189,  64], dtype=int64)],E:\Google Drive\Research\MRI Wrist Images\Thumb Maneuvers\Filtered Images\Volunteer1_VIBE_Neutral_2.hdr
0.9,1,244.956110388,[array([186, 146,  26], dtype=int64), array([150, 197,  62], dtype=int64)],E:\Google Drive\Research\MRI Wrist Images\Thumb Maneuvers\Filtered Images\Volunteer1_VIBE_Neutral_2.hdr
