 
New experiment....
 
0.9274, Max_RMS, 0.001, 49.6746957567,MRI_Num1
0.9397, Max_RMS, 0.001, 41.77399277,MRI_Num2
0.8128, Max_RMS, 0.001, 38.8769559753,MRI_Num3
 
New experiment....
 
0.9215, Max_RMS, 0.001, 7.81719830497,MRI_Num1, Label: 1
0.9178, Max_RMS, 0.00857894736842, 39.8703974385,MRI_Num1, Label: 7
0.93, Max_RMS, 0.00984210526316, 6.56143965397,MRI_Num1, Label: 1
0.9341, Max_RMS, 0.00984210526316, 11.8151017499,MRI_Num1, Label: 2
0.946, Max_RMS, 0.00984210526316, 18.5757586042,MRI_Num1, Label: 3
0.944, Max_RMS, 0.00984210526316, 25.2330447035,MRI_Num1, Label: 4
0.932, Max_RMS, 0.00984210526316, 30.425319808,MRI_Num1, Label: 5
0.9261, Max_RMS, 0.00984210526316, 35.8973527701,MRI_Num1, Label: 6
0.9234, Max_RMS, 0.00984210526316, 40.3052804749,MRI_Num1, Label: 7
0.9049, Max_RMS, 0.0111052631579, 6.43757731156,MRI_Num1, Label: 1
0.9344, Max_RMS, 0.0111052631579, 11.6168883565,MRI_Num1, Label: 2
0.9437, Max_RMS, 0.0111052631579, 18.3245655046,MRI_Num1, Label: 3
0.9428, Max_RMS, 0.0111052631579, 25.2034439559,MRI_Num1, Label: 4
0.9324, Max_RMS, 0.0111052631579, 29.942667148,MRI_Num1, Label: 5
0.933, Max_RMS, 0.0111052631579, 35.9071485915,MRI_Num1, Label: 6
0.9242, Max_RMS, 0.0111052631579, 40.120590242,MRI_Num1, Label: 7
0.9299, Max_RMS, 0.0123684210526, 6.57759886811,MRI_Num1, Label: 1
0.931, Max_RMS, 0.0123684210526, 11.7485947873,MRI_Num1, Label: 2
0.9473, Max_RMS, 0.0123684210526, 17.8441972295,MRI_Num1, Label: 3
0.9428, Max_RMS, 0.0123684210526, 24.1408436776,MRI_Num1, Label: 4
0.9258, Max_RMS, 0.0123684210526, 28.7728172246,MRI_Num1, Label: 5
0.8985, Max_RMS, 0.0123684210526, 33.9046049898,MRI_Num1, Label: 6
0.9175, Max_RMS, 0.0123684210526, 38.1179003554,MRI_Num1, Label: 7
0.9319, Max_RMS, 0.0136315789474, 6.53596267746,MRI_Num1, Label: 1
0.931, Max_RMS, 0.0136315789474, 11.4499930954,MRI_Num1, Label: 2
0.9465, Max_RMS, 0.0136315789474, 18.1001337629,MRI_Num1, Label: 3
0.9371, Max_RMS, 0.0136315789474, 25.0448252013,MRI_Num1, Label: 4
0.9262, Max_RMS, 0.0136315789474, 29.9061401035,MRI_Num1, Label: 5
0.9228, Max_RMS, 0.0136315789474, 35.5489115234,MRI_Num1, Label: 6
0.9215, Max_RMS, 0.0136315789474, 39.8625135606,MRI_Num1, Label: 7
0.916, Max_RMS, 0.0148947368421, 6.57000346403,MRI_Num1, Label: 1
0.9276, Max_RMS, 0.0148947368421, 11.7710632688,MRI_Num1, Label: 2
0.9469, Max_RMS, 0.0148947368421, 18.4378532049,MRI_Num1, Label: 3
0.9441, Max_RMS, 0.0148947368421, 25.23056693,MRI_Num1, Label: 4
0.9141, Max_RMS, 0.0148947368421, 29.617139674,MRI_Num1, Label: 5
0.8889, Max_RMS, 0.0148947368421, 34.9443561534,MRI_Num1, Label: 6
0.9144, Max_RMS, 0.0148947368421, 39.1640406578,MRI_Num1, Label: 7
0.8717, Max_RMS, 0.0161578947368, 6.41005146888,MRI_Num1, Label: 1
0.9276, Max_RMS, 0.0161578947368, 11.7892575983,MRI_Num1, Label: 2
0.9464, Max_RMS, 0.0161578947368, 18.3312358031,MRI_Num1, Label: 3
0.933, Max_RMS, 0.0161578947368, 25.3089770941,MRI_Num1, Label: 4
0.9207, Max_RMS, 0.0161578947368, 29.9391571884,MRI_Num1, Label: 5
0.9301, Max_RMS, 0.0161578947368, 36.2186081402,MRI_Num1, Label: 6
0.9191, Max_RMS, 0.0161578947368, 40.326317705,MRI_Num1, Label: 7
0.8906, Max_RMS, 0.0174210526316, 6.585658873,MRI_Num1, Label: 1
0.9257, Max_RMS, 0.0174210526316, 11.7290797978,MRI_Num1, Label: 2
0.9297, Max_RMS, 0.0174210526316, 18.5842404947,MRI_Num1, Label: 3
0.9418, Max_RMS, 0.0174210526316, 24.8972971819,MRI_Num1, Label: 4
0.9052, Max_RMS, 0.0174210526316, 29.4694618588,MRI_Num1, Label: 5
0.9014, Max_RMS, 0.0174210526316, 35.0626707876,MRI_Num1, Label: 6
0.9103, Max_RMS, 0.0174210526316, 39.253404342,MRI_Num1, Label: 7
0.8407, Max_RMS, 0.0186842105263, 6.595652179,MRI_Num1, Label: 1
0.9237, Max_RMS, 0.0186842105263, 11.7892950473,MRI_Num1, Label: 2
0.9214, Max_RMS, 0.0186842105263, 18.4661344627,MRI_Num1, Label: 3
0.9209, Max_RMS, 0.0186842105263, 25.3969381987,MRI_Num1, Label: 4
0.9129, Max_RMS, 0.0186842105263, 30.290709037,MRI_Num1, Label: 5
0.9028, Max_RMS, 0.0186842105263, 35.6925249591,MRI_Num1, Label: 6
0.9027, Max_RMS, 0.0186842105263, 40.0118625343,MRI_Num1, Label: 7
0.8818, Max_RMS, 0.0199473684211, 6.48280245571,MRI_Num1, Label: 1
0.9014, Max_RMS, 0.0199473684211, 11.7129615435,MRI_Num1, Label: 2
0.9419, Max_RMS, 0.0199473684211, 18.3283133235,MRI_Num1, Label: 3
0.921, Max_RMS, 0.0199473684211, 25.6151984735,MRI_Num1, Label: 4
0.8959, Max_RMS, 0.0199473684211, 30.0025070305,MRI_Num1, Label: 5
0.9145, Max_RMS, 0.0199473684211, 36.0179734393,MRI_Num1, Label: 6
0.9149, Max_RMS, 0.0199473684211, 40.3025390961,MRI_Num1, Label: 7
0.8355, Max_RMS, 0.0212105263158, 6.43098717725,MRI_Num1, Label: 1
0.9068, Max_RMS, 0.0212105263158, 11.4979827314,MRI_Num1, Label: 2
0.6836, Max_RMS, 0.0212105263158, 18.0478802149,MRI_Num1, Label: 3
0.9326, Max_RMS, 0.0212105263158, 23.9309824961,MRI_Num1, Label: 4
0.8997, Max_RMS, 0.0212105263158, 28.547234806,MRI_Num1, Label: 5
0.882, Max_RMS, 0.0212105263158, 33.8116289466,MRI_Num1, Label: 6
0.9048, Max_RMS, 0.0212105263158, 38.0979175468,MRI_Num1, Label: 7
0.8882, Max_RMS, 0.0224736842105, 6.48914829426,MRI_Num1, Label: 1
0.9044, Max_RMS, 0.0224736842105, 11.6079111454,MRI_Num1, Label: 2
0.854, Max_RMS, 0.0224736842105, 17.7593631107,MRI_Num1, Label: 3
0.9117, Max_RMS, 0.0224736842105, 23.914158856,MRI_Num1, Label: 4
0.9058, Max_RMS, 0.0224736842105, 28.7674201899,MRI_Num1, Label: 5
0.8807, Max_RMS, 0.0224736842105, 33.6551430257,MRI_Num1, Label: 6
0.8903, Max_RMS, 0.0224736842105, 38.0404082753,MRI_Num1, Label: 7
0.7877, Max_RMS, 0.0237368421053, 6.52451149624,MRI_Num1, Label: 1
0.8917, Max_RMS, 0.0237368421053, 11.7731405142,MRI_Num1, Label: 2
0.8244, Max_RMS, 0.0237368421053, 18.0690575859,MRI_Num1, Label: 3
0.9118, Max_RMS, 0.0237368421053, 24.5105705462,MRI_Num1, Label: 4
0.9007, Max_RMS, 0.0237368421053, 29.4613620645,MRI_Num1, Label: 5
0.6662, Max_RMS, 0.0237368421053, 34.9943730054,MRI_Num1, Label: 6
0.8927, Max_RMS, 0.0237368421053, 39.1061331988,MRI_Num1, Label: 7
0.851, Max_RMS, 0.025, 6.40171586325,MRI_Num1, Label: 1
0.9087, Max_RMS, 0.025, 11.5922917225,MRI_Num1, Label: 2
0.8301, Max_RMS, 0.025, 17.3698529661,MRI_Num1, Label: 3
0.915, Max_RMS, 0.025, 24.7097842356,MRI_Num1, Label: 4
0.9072, Max_RMS, 0.025, 29.3643073059,MRI_Num1, Label: 5
0.8705, Max_RMS, 0.025, 35.1013341767,MRI_Num1, Label: 6
0.9054, Max_RMS, 0.025, 39.2669292578,MRI_Num1, Label: 7
 
New experiment....
 
0.9063, Maximum Iterations, 50.0, 12.4110824848,MRI_Num1, Label: , 1
0.8977, Maximum Iterations, 50.0, 20.585004687,MRI_Num1, Label: , 2
0.9233, Maximum Iterations, 50.0, 35.1590909623,MRI_Num1, Label: , 3
0.934, Maximum Iterations, 50.0, 45.166982447,MRI_Num1, Label: , 4
0.9287, Maximum Iterations, 50.0, 63.1701925226,MRI_Num1, Label: , 5
0.915, Maximum Iterations, 50.0, 83.7398762079,MRI_Num1, Label: , 6
0.9256, Maximum Iterations, 50.0, 95.9079674943,MRI_Num1, Label: , 7
0.9223, Maximum Iterations, 100.0, 12.5824795172,MRI_Num1, Label: , 1
0.9174, Maximum Iterations, 100.0, 21.7905340803,MRI_Num1, Label: , 2
0.924, Maximum Iterations, 100.0, 37.2920469586,MRI_Num1, Label: , 3
0.9387, Maximum Iterations, 100.0, 51.4185239972,MRI_Num1, Label: , 4
0.9288, Maximum Iterations, 100.0, 66.3865563601,MRI_Num1, Label: , 5
0.9082, Maximum Iterations, 100.0, 84.2385795386,MRI_Num1, Label: , 6
0.9268, Maximum Iterations, 100.0, 98.1851425458,MRI_Num1, Label: , 7
0.8801, Maximum Iterations, 150.0, 10.0935886843,MRI_Num1, Label: , 1
0.9162, Maximum Iterations, 150.0, 16.8357726826,MRI_Num1, Label: , 2
0.9234, Maximum Iterations, 150.0, 28.7664608536,MRI_Num1, Label: , 3
0.8419, Maximum Iterations, 150.0, 46.9339988906,MRI_Num1, Label: , 4
0.9281, Maximum Iterations, 150.0, 60.4089906109,MRI_Num1, Label: , 5
0.9141, Maximum Iterations, 150.0, 79.1926677332,MRI_Num1, Label: , 6
0.9266, Maximum Iterations, 150.0, 90.7571047646,MRI_Num1, Label: , 7
0.9048, Maximum Iterations, 200.0, 7.44055362394,MRI_Num1, Label: , 1
0.918, Maximum Iterations, 200.0, 13.3574617582,MRI_Num1, Label: , 2
0.9236, Maximum Iterations, 200.0, 24.0601146054,MRI_Num1, Label: , 3
0.9361, Maximum Iterations, 200.0, 32.4014039839,MRI_Num1, Label: , 4
0.928, Maximum Iterations, 200.0, 44.7618148455,MRI_Num1, Label: , 5
0.9144, Maximum Iterations, 200.0, 60.149907782,MRI_Num1, Label: , 6
0.9263, Maximum Iterations, 200.0, 70.1224313836,MRI_Num1, Label: , 7
0.9216, Maximum Iterations, 250.0, 7.57419013759,MRI_Num1, Label: , 1
0.9171, Maximum Iterations, 250.0, 13.4938446244,MRI_Num1, Label: , 2
0.9236, Maximum Iterations, 250.0, 21.2048836918,MRI_Num1, Label: , 3
0.9384, Maximum Iterations, 250.0, 28.4261357851,MRI_Num1, Label: , 4
0.9293, Maximum Iterations, 250.0, 40.4563090918,MRI_Num1, Label: , 5
0.9124, Maximum Iterations, 250.0, 64.5017644883,MRI_Num1, Label: , 6
0.9264, Maximum Iterations, 250.0, 73.0616520596,MRI_Num1, Label: , 7
0.9215, Maximum Iterations, 300.0, 7.69546704084,MRI_Num1, Label: , 1
0.9173, Maximum Iterations, 300.0, 13.4722684808,MRI_Num1, Label: , 2
0.9236, Maximum Iterations, 300.0, 21.1411078681,MRI_Num1, Label: , 3
0.9386, Maximum Iterations, 300.0, 28.470319966,MRI_Num1, Label: , 4
0.928, Maximum Iterations, 300.0, 44.9872518569,MRI_Num1, Label: , 5
0.9137, Maximum Iterations, 300.0, 60.5948359093,MRI_Num1, Label: , 6
0.9252, Maximum Iterations, 300.0, 70.1440616526,MRI_Num1, Label: , 7
0.9214, Maximum Iterations, 350.0, 7.72432495374,MRI_Num1, Label: , 1
0.9164, Maximum Iterations, 350.0, 13.6065354823,MRI_Num1, Label: , 2
0.9226, Maximum Iterations, 350.0, 20.9363245278,MRI_Num1, Label: , 3
0.9383, Maximum Iterations, 350.0, 29.2805735421,MRI_Num1, Label: , 4
0.928, Maximum Iterations, 350.0, 41.4344681725,MRI_Num1, Label: , 5
0.9115, Maximum Iterations, 350.0, 55.6518750212,MRI_Num1, Label: , 6
0.9266, Maximum Iterations, 350.0, 65.3739545019,MRI_Num1, Label: , 7
0.9225, Maximum Iterations, 400.0, 7.70558790727,MRI_Num1, Label: , 1
0.9152, Maximum Iterations, 400.0, 13.5391982067,MRI_Num1, Label: , 2
0.9219, Maximum Iterations, 400.0, 20.7084009657,MRI_Num1, Label: , 3
0.9383, Maximum Iterations, 400.0, 28.530447152,MRI_Num1, Label: , 4
0.9271, Maximum Iterations, 400.0, 38.6686044538,MRI_Num1, Label: , 5
0.9139, Maximum Iterations, 400.0, 54.6709739765,MRI_Num1, Label: , 6
0.9212, Maximum Iterations, 400.0, 62.9775859365,MRI_Num1, Label: , 7
0.922, Maximum Iterations, 450.0, 7.46394018937,MRI_Num1, Label: , 1
0.9167, Maximum Iterations, 450.0, 13.2682891221,MRI_Num1, Label: , 2
0.9231, Maximum Iterations, 450.0, 21.060190381,MRI_Num1, Label: , 3
0.9386, Maximum Iterations, 450.0, 28.9169672334,MRI_Num1, Label: , 4
0.9281, Maximum Iterations, 450.0, 41.3081950551,MRI_Num1, Label: , 5
0.9151, Maximum Iterations, 450.0, 52.6137844837,MRI_Num1, Label: , 6
0.9256, Maximum Iterations, 450.0, 62.8402314461,MRI_Num1, Label: , 7
0.9216, Maximum Iterations, 500.0, 7.78447378984,MRI_Num1, Label: , 1
0.9171, Maximum Iterations, 500.0, 13.6787124472,MRI_Num1, Label: , 2
0.9232, Maximum Iterations, 500.0, 21.3076391725,MRI_Num1, Label: , 3
0.9388, Maximum Iterations, 500.0, 29.1277687341,MRI_Num1, Label: , 4
0.9276, Maximum Iterations, 500.0, 39.7596875706,MRI_Num1, Label: , 5
0.9146, Maximum Iterations, 500.0, 53.2805665204,MRI_Num1, Label: , 6
0.9268, Maximum Iterations, 500.0, 62.2455078836,MRI_Num1, Label: , 7
0.9223, Maximum Iterations, 550.0, 7.4872764328,MRI_Num1, Label: , 1
0.9176, Maximum Iterations, 550.0, 13.4112015607,MRI_Num1, Label: , 2
0.9231, Maximum Iterations, 550.0, 20.7869767243,MRI_Num1, Label: , 3
0.9386, Maximum Iterations, 550.0, 28.6741155908,MRI_Num1, Label: , 4
0.9141, Maximum Iterations, 550.0, 40.4935271862,MRI_Num1, Label: , 5
0.9153, Maximum Iterations, 550.0, 56.7628411802,MRI_Num1, Label: , 6
0.9256, Maximum Iterations, 550.0, 63.7415549733,MRI_Num1, Label: , 7
0.9222, Maximum Iterations, 600.0, 7.68336986555,MRI_Num1, Label: , 1
0.9175, Maximum Iterations, 600.0, 13.5960562179,MRI_Num1, Label: , 2
0.9231, Maximum Iterations, 600.0, 21.4295424677,MRI_Num1, Label: , 3
0.939, Maximum Iterations, 600.0, 28.4976711445,MRI_Num1, Label: , 4
0.9282, Maximum Iterations, 600.0, 38.5751474259,MRI_Num1, Label: , 5
0.9151, Maximum Iterations, 600.0, 53.6457901549,MRI_Num1, Label: , 6
0.9249, Maximum Iterations, 600.0, 62.2434198131,MRI_Num1, Label: , 7
0.9219, Maximum Iterations, 650.0, 7.57854269822,MRI_Num1, Label: , 1
0.9166, Maximum Iterations, 650.0, 13.4249546809,MRI_Num1, Label: , 2
0.9233, Maximum Iterations, 650.0, 21.2052965078,MRI_Num1, Label: , 3
0.9388, Maximum Iterations, 650.0, 28.5458723085,MRI_Num1, Label: , 4
0.9289, Maximum Iterations, 650.0, 38.0818423002,MRI_Num1, Label: , 5
0.915, Maximum Iterations, 650.0, 51.2662367451,MRI_Num1, Label: , 6
0.9278, Maximum Iterations, 650.0, 59.3219314989,MRI_Num1, Label: , 7
0.9223, Maximum Iterations, 700.0, 7.77223062223,MRI_Num1, Label: , 1
0.9159, Maximum Iterations, 700.0, 13.4908460767,MRI_Num1, Label: , 2
0.9232, Maximum Iterations, 700.0, 21.2075671418,MRI_Num1, Label: , 3
0.9388, Maximum Iterations, 700.0, 28.058486162,MRI_Num1, Label: , 4
0.9289, Maximum Iterations, 700.0, 38.0737694222,MRI_Num1, Label: , 5
0.9149, Maximum Iterations, 700.0, 49.9509576979,MRI_Num1, Label: , 6
0.927, Maximum Iterations, 700.0, 57.4013896479,MRI_Num1, Label: , 7
0.9239, Maximum Iterations, 750.0, 7.50212727488,MRI_Num1, Label: , 1
0.917, Maximum Iterations, 750.0, 13.3854481057,MRI_Num1, Label: , 2
0.9231, Maximum Iterations, 750.0, 21.16593651,MRI_Num1, Label: , 3
0.9389, Maximum Iterations, 750.0, 28.7038991945,MRI_Num1, Label: , 4
0.928, Maximum Iterations, 750.0, 39.1597132582,MRI_Num1, Label: , 5
0.9142, Maximum Iterations, 750.0, 51.8910206823,MRI_Num1, Label: , 6
0.9255, Maximum Iterations, 750.0, 58.6167915159,MRI_Num1, Label: , 7
0.9221, Maximum Iterations, 800.0, 7.68416185194,MRI_Num1, Label: , 1
0.9167, Maximum Iterations, 800.0, 13.6161379151,MRI_Num1, Label: , 2
0.9231, Maximum Iterations, 800.0, 21.0924576096,MRI_Num1, Label: , 3
0.9392, Maximum Iterations, 800.0, 27.6821203,MRI_Num1, Label: , 4
0.9282, Maximum Iterations, 800.0, 36.3116842423,MRI_Num1, Label: , 5
0.9131, Maximum Iterations, 800.0, 50.8226295704,MRI_Num1, Label: , 6
0.9268, Maximum Iterations, 800.0, 57.6263553295,MRI_Num1, Label: , 7
0.9213, Maximum Iterations, 850.0, 7.4285895679,MRI_Num1, Label: , 1
0.9158, Maximum Iterations, 850.0, 13.2624421151,MRI_Num1, Label: , 2
0.9229, Maximum Iterations, 850.0, 21.1284662205,MRI_Num1, Label: , 3
0.9397, Maximum Iterations, 850.0, 28.7951040203,MRI_Num1, Label: , 4
0.9284, Maximum Iterations, 850.0, 37.9880374068,MRI_Num1, Label: , 5
0.9145, Maximum Iterations, 850.0, 51.1466365593,MRI_Num1, Label: , 6
0.9251, Maximum Iterations, 850.0, 58.4855523191,MRI_Num1, Label: , 7
0.9224, Maximum Iterations, 900.0, 7.67572677259,MRI_Num1, Label: , 1
0.9166, Maximum Iterations, 900.0, 13.581365704,MRI_Num1, Label: , 2
0.924, Maximum Iterations, 900.0, 20.027766335,MRI_Num1, Label: , 3
0.9386, Maximum Iterations, 900.0, 27.885482629,MRI_Num1, Label: , 4
0.9286, Maximum Iterations, 900.0, 36.7229153525,MRI_Num1, Label: , 5
0.9147, Maximum Iterations, 900.0, 48.3058348947,MRI_Num1, Label: , 6
0.9256, Maximum Iterations, 900.0, 55.6716123638,MRI_Num1, Label: , 7
0.9223, Maximum Iterations, 950.0, 7.57020621488,MRI_Num1, Label: , 1
0.9165, Maximum Iterations, 950.0, 13.1293755274,MRI_Num1, Label: , 2
0.9235, Maximum Iterations, 950.0, 20.9494474527,MRI_Num1, Label: , 3
0.939, Maximum Iterations, 950.0, 29.0734516915,MRI_Num1, Label: , 4
0.9279, Maximum Iterations, 950.0, 41.3216011876,MRI_Num1, Label: , 5
0.9146, Maximum Iterations, 950.0, 52.2413917193,MRI_Num1, Label: , 6
0.9259, Maximum Iterations, 950.0, 59.9548008946,MRI_Num1, Label: , 7
0.9213, Maximum Iterations, 1000.0, 7.73723986158,MRI_Num1, Label: , 1
0.9155, Maximum Iterations, 1000.0, 13.620405923,MRI_Num1, Label: , 2
0.9237, Maximum Iterations, 1000.0, 21.607643444,MRI_Num1, Label: , 3
0.9391, Maximum Iterations, 1000.0, 28.7792262583,MRI_Num1, Label: , 4
0.9273, Maximum Iterations, 1000.0, 38.2209914137,MRI_Num1, Label: , 5
0.9153, Maximum Iterations, 1000.0, 49.842149241,MRI_Num1, Label: , 6
0.9253, Maximum Iterations, 1000.0, 57.0169866015,MRI_Num1, Label: , 7
0.9216, Maximum Iterations, 1050.0, 7.6150840787,MRI_Num1, Label: , 1
0.9166, Maximum Iterations, 1050.0, 13.6215118368,MRI_Num1, Label: , 2
0.923, Maximum Iterations, 1050.0, 21.4653208262,MRI_Num1, Label: , 3
0.9389, Maximum Iterations, 1050.0, 28.7170929213,MRI_Num1, Label: , 4
0.9282, Maximum Iterations, 1050.0, 36.1690778318,MRI_Num1, Label: , 5
0.9092, Maximum Iterations, 1050.0, 48.1285411183,MRI_Num1, Label: , 6
0.9261, Maximum Iterations, 1050.0, 54.503884449,MRI_Num1, Label: , 7
0.9228, Maximum Iterations, 1100.0, 7.74225831103,MRI_Num1, Label: , 1
0.9154, Maximum Iterations, 1100.0, 13.5986033304,MRI_Num1, Label: , 2
0.9232, Maximum Iterations, 1100.0, 20.9595563238,MRI_Num1, Label: , 3
0.9386, Maximum Iterations, 1100.0, 29.3965698534,MRI_Num1, Label: , 4
0.9282, Maximum Iterations, 1100.0, 36.9076172883,MRI_Num1, Label: , 5
0.9145, Maximum Iterations, 1100.0, 50.2154413649,MRI_Num1, Label: , 6
0.9255, Maximum Iterations, 1100.0, 56.8318455185,MRI_Num1, Label: , 7
0.9217, Maximum Iterations, 1150.0, 7.71801422357,MRI_Num1, Label: , 1
0.917, Maximum Iterations, 1150.0, 13.6418629907,MRI_Num1, Label: , 2
0.9243, Maximum Iterations, 1150.0, 21.5188125295,MRI_Num1, Label: , 3
0.9387, Maximum Iterations, 1150.0, 29.934891521,MRI_Num1, Label: , 4
0.9282, Maximum Iterations, 1150.0, 37.669116451,MRI_Num1, Label: , 5
0.9146, Maximum Iterations, 1150.0, 47.1003926872,MRI_Num1, Label: , 6
0.9259, Maximum Iterations, 1150.0, 53.7099284725,MRI_Num1, Label: , 7
0.9214, Maximum Iterations, 1200.0, 7.53241965741,MRI_Num1, Label: , 1
0.9167, Maximum Iterations, 1200.0, 13.4200836867,MRI_Num1, Label: , 2
0.9238, Maximum Iterations, 1200.0, 21.1776270133,MRI_Num1, Label: , 3
0.9387, Maximum Iterations, 1200.0, 29.1955638814,MRI_Num1, Label: , 4
0.9283, Maximum Iterations, 1200.0, 37.3644322332,MRI_Num1, Label: , 5
0.9144, Maximum Iterations, 1200.0, 50.9155248643,MRI_Num1, Label: , 6
0.9251, Maximum Iterations, 1200.0, 57.1937107444,MRI_Num1, Label: , 7
0.9219, Maximum Iterations, 1250.0, 7.64822082465,MRI_Num1, Label: , 1
0.9176, Maximum Iterations, 1250.0, 13.5801682159,MRI_Num1, Label: , 2
0.9244, Maximum Iterations, 1250.0, 21.4048688878,MRI_Num1, Label: , 3
0.9388, Maximum Iterations, 1250.0, 28.4932928378,MRI_Num1, Label: , 4
0.9279, Maximum Iterations, 1250.0, 37.8209560712,MRI_Num1, Label: , 5
0.913, Maximum Iterations, 1250.0, 48.9106708391,MRI_Num1, Label: , 6
0.9267, Maximum Iterations, 1250.0, 54.7300163137,MRI_Num1, Label: , 7
0.9218, Maximum Iterations, 1300.0, 7.66548156401,MRI_Num1, Label: , 1
0.9161, Maximum Iterations, 1300.0, 13.5682585779,MRI_Num1, Label: , 2
0.9228, Maximum Iterations, 1300.0, 21.4274675628,MRI_Num1, Label: , 3
0.9387, Maximum Iterations, 1300.0, 28.4425764514,MRI_Num1, Label: , 4
0.9281, Maximum Iterations, 1300.0, 37.008880078,MRI_Num1, Label: , 5
0.9147, Maximum Iterations, 1300.0, 47.4691654857,MRI_Num1, Label: , 6
0.925, Maximum Iterations, 1300.0, 53.7969612532,MRI_Num1, Label: , 7
0.9213, Maximum Iterations, 1350.0, 7.78539889549,MRI_Num1, Label: , 1
0.9174, Maximum Iterations, 1350.0, 13.740862168,MRI_Num1, Label: , 2
0.923, Maximum Iterations, 1350.0, 21.2044717536,MRI_Num1, Label: , 3
